length,hostname_length,Special_Char_Count,HTTPS,urlDigits_ratio,hostnameDigits_ratio
44,23,8,1,0.0,0.0
112,30,14,0,0.05357142857142857,0.0
40,30,8,0,0.0,0.0
59,27,12,0,0.0,0.0
47,16,6,1,0.0851063829787234,0.0625
78,32,12,1,0.0641025641025641,0.0
95,20,16,0,0.07368421052631578,0.0
67,26,10,0,0.029850746268656716,0.0
34,14,9,0,0.08823529411764706,0.0
46,36,9,0,0.1956521739130435,0.25
43,25,8,1,0.20930232558139536,0.0
72,17,12,0,0.0,0.0
58,34,10,0,0.0,0.0
41,21,8,0,0.0,0.0
39,29,7,1,0.0,0.0
130,15,25,1,0.12307692307692308,0.0
72,31,12,1,0.0,0.0
120,51,18,1,0.14166666666666666,0.0
56,20,10,0,0.0,0.0
32,31,7,0,0.0,0.0
129,22,12,0,0.4418604651162791,0.09090909090909091
31,25,8,0,0.0,0.0
62,18,7,0,0.3225806451612903,0.0
43,24,10,1,0.06976744186046512,0.0
88,28,14,0,0.0,0.0
44,20,6,1,0.0,0.0
56,23,9,0,0.0,0.0
342,25,45,1,0.30116959064327486,0.0
59,45,7,0,0.13559322033898305,0.1111111111111111
132,25,10,1,0.022727272727272728,0.0
51,51,7,0,0.0,0.0
73,22,9,0,0.3150684931506849,0.0
67,34,10,0,0.0,0.0
38,24,8,1,0.0,0.0
123,25,22,0,0.16260162601626016,0.0
36,21,7,0,0.1388888888888889,0.0
30,22,9,0,0.36666666666666664,0.5
69,33,10,0,0.0,0.0
59,31,10,0,0.0,0.0
60,27,10,1,0.0,0.0
76,40,14,0,0.0,0.0
54,54,11,0,0.16666666666666666,0.16666666666666666
31,27,6,0,0.0,0.0
85,19,17,1,0.011764705882352941,0.0
78,26,14,0,0.0641025641025641,0.0
68,22,10,1,0.0,0.0
119,50,18,0,0.17647058823529413,0.0
42,25,9,1,0.11904761904761904,0.0
185,25,21,0,0.25405405405405407,0.12
52,35,12,0,0.0,0.0
50,24,9,1,0.0,0.0
27,17,6,0,0.2962962962962963,0.0
37,38,7,0,0.0,0.0
77,24,15,1,0.15584415584415584,0.0
82,26,15,0,0.0975609756097561,0.0
50,31,9,0,0.0,0.0
70,25,11,1,0.05714285714285714,0.0
25,22,8,0,0.0,0.0
45,37,7,0,0.0,0.0
64,20,11,0,0.0,0.0
62,28,11,0,0.016129032258064516,0.0
38,26,10,0,0.05263157894736842,0.07692307692307693
78,24,13,0,0.01282051282051282,0.0
35,20,8,0,0.0,0.0
37,21,6,0,0.0,0.0
72,34,10,1,0.027777777777777776,0.0
48,23,8,1,0.0,0.0
169,29,19,0,0.15384615384615385,0.0
56,47,11,0,0.017857142857142856,0.02127659574468085
82,25,12,0,0.0,0.0
192,20,37,1,0.5520833333333334,0.0
92,81,36,0,0.0,0.0
91,27,16,1,0.0,0.0
62,25,14,0,0.3387096774193548,0.0
53,32,9,1,0.03773584905660377,0.0
232,21,21,0,0.3793103448275862,0.0
29,29,5,1,0.0,0.0
48,26,9,0,0.0,0.0
73,18,11,0,0.0273972602739726,0.1111111111111111
59,26,7,0,0.3898305084745763,0.15384615384615385
21,22,5,0,0.047619047619047616,0.045454545454545456
65,23,13,0,0.0,0.0
77,29,13,0,0.012987012987012988,0.034482758620689655
38,25,7,0,0.0,0.0
33,33,7,0,0.030303030303030304,0.030303030303030304
71,22,8,0,0.18309859154929578,0.0
48,30,7,1,0.0,0.0
46,26,10,0,0.10869565217391304,0.038461538461538464
183,46,28,1,0.21311475409836064,0.043478260869565216
39,22,9,0,0.02564102564102564,0.0
118,21,18,1,0.01694915254237288,0.0
61,29,13,0,0.13114754098360656,0.0
46,26,8,0,0.0,0.0
57,27,9,1,0.03508771929824561,0.0
79,29,10,0,0.10126582278481013,0.0
46,36,6,1,0.0,0.0
39,34,7,1,0.0,0.0
74,29,9,1,0.33783783783783783,0.10344827586206896
134,32,20,0,0.21641791044776118,0.0
45,22,8,0,0.0,0.0
147,31,9,1,0.4965986394557823,0.0
84,35,16,0,0.10714285714285714,0.08571428571428572
78,35,14,1,0.10256410256410256,0.22857142857142856
55,26,10,0,0.0,0.0
77,25,12,1,0.0,0.0
123,42,10,0,0.07317073170731707,0.023809523809523808
77,24,16,0,0.012987012987012988,0.0
60,28,10,0,0.0,0.0
129,62,20,0,0.09302325581395349,0.0
79,79,8,0,0.0,0.0
75,50,12,0,0.013333333333333334,0.02
60,34,8,0,0.0,0.0
111,28,16,1,0.10810810810810811,0.0
50,33,9,0,0.02,0.030303030303030304
66,27,9,1,0.0,0.0
34,17,7,0,0.0,0.0
40,19,8,0,0.0,0.0
96,27,19,0,0.08333333333333333,0.0
53,44,11,0,0.11320754716981132,0.13636363636363635
107,27,14,0,0.19626168224299065,0.0
20,15,6,0,0.05,0.0
43,25,7,1,0.0,0.0
84,37,11,1,0.047619047619047616,0.0
29,25,5,0,0.0,0.0
243,34,27,1,0.102880658436214,0.08823529411764706
41,22,9,1,0.0,0.0
33,22,10,0,0.0,0.0
43,29,8,1,0.046511627906976744,0.0
106,30,14,0,0.1509433962264151,0.0
40,19,7,1,0.0,0.0
47,22,9,0,0.0,0.0
129,15,22,1,0.17054263565891473,0.0
40,26,9,0,0.05,0.07692307692307693
44,35,6,0,0.0,0.0
35,19,6,0,0.0,0.0
75,23,16,1,0.05333333333333334,0.0
70,24,10,0,0.0,0.0
459,32,19,1,0.4793028322440087,0.0
76,21,13,1,0.07894736842105263,0.0
129,24,23,0,0.007751937984496124,0.0
59,25,12,1,0.0,0.0
47,47,10,1,0.1276595744680851,0.1276595744680851
100,26,13,0,0.17,0.0
51,35,10,0,0.0,0.0
28,24,6,1,0.03571428571428571,0.0
36,36,6,1,0.05555555555555555,0.05555555555555555
49,19,11,0,0.0,0.0
49,32,9,0,0.0,0.0
59,33,9,0,0.0,0.0
54,34,9,0,0.037037037037037035,0.058823529411764705
70,27,10,0,0.0,0.0
29,16,5,1,0.1724137931034483,0.0
107,29,18,0,0.0,0.0
210,22,17,1,0.3619047619047619,0.0
61,24,9,1,0.08196721311475409,0.0
65,28,12,0,0.1076923076923077,0.0
101,27,14,1,0.25742574257425743,0.0
51,24,10,0,0.19607843137254902,0.0
27,21,7,0,0.1111111111111111,0.14285714285714285
48,26,9,1,0.0,0.0
158,31,11,0,0.22151898734177214,0.0
77,33,11,0,0.0,0.0
35,22,8,1,0.0,0.0
213,23,41,1,0.11737089201877934,0.0
62,25,13,1,0.16129032258064516,0.0
47,31,9,0,0.0,0.0
123,14,24,1,0.18699186991869918,0.0
54,26,11,0,0.0,0.0
59,27,11,0,0.06779661016949153,0.0
89,24,16,1,0.1348314606741573,0.0
34,27,7,0,0.0,0.0
49,28,9,0,0.0,0.0
77,28,15,0,0.012987012987012988,0.0
124,33,20,1,0.04838709677419355,0.0
25,19,5,1,0.16,0.0
34,23,7,0,0.029411764705882353,0.0
70,30,11,1,0.0,0.0
35,23,6,1,0.0,0.0
123,20,26,1,0.16260162601626016,0.0
29,29,6,0,0.20689655172413793,0.20689655172413793
38,38,6,1,0.07894736842105263,0.07894736842105263
37,23,7,1,0.16216216216216217,0.043478260869565216
92,35,11,0,0.043478260869565216,0.0
36,29,7,0,0.08333333333333333,0.10344827586206896
44,29,9,0,0.13636363636363635,0.0
44,19,8,1,0.0,0.0
83,26,12,1,0.04819277108433735,0.0
69,34,11,0,0.0,0.0
50,17,11,0,0.0,0.0
255,26,39,1,0.32941176470588235,0.0
29,29,6,0,0.1724137931034483,0.1724137931034483
216,26,17,0,0.3333333333333333,0.0
45,24,7,1,0.08888888888888889,0.0
92,32,15,1,0.11956521739130435,0.0
56,27,8,0,0.03571428571428571,0.0
49,23,10,0,0.02040816326530612,0.0
44,24,9,0,0.0,0.0
71,23,13,1,0.056338028169014086,0.0
65,25,11,0,0.03076923076923077,0.0
50,25,9,0,0.0,0.0
26,22,5,0,0.038461538461538464,0.0
79,32,16,1,0.05063291139240506,0.0
31,21,8,0,0.06451612903225806,0.0
41,22,9,0,0.0,0.0
93,35,11,0,0.0,0.0
21,21,5,0,0.047619047619047616,0.047619047619047616
173,23,30,1,0.14450867052023122,0.0
124,22,9,0,0.29838709677419356,0.0
109,23,17,0,0.10091743119266056,0.0
105,29,13,0,0.2,0.0
51,20,10,0,0.0196078431372549,0.0
25,25,6,0,0.0,0.0
59,22,11,0,0.06779661016949153,0.0
81,25,14,0,0.04938271604938271,0.0
74,36,8,0,0.33783783783783783,0.027777777777777776
60,20,12,0,0.0,0.0
149,26,49,0,0.26174496644295303,0.0
135,35,19,1,0.044444444444444446,0.0
78,59,11,1,0.15384615384615385,0.0
70,39,13,0,0.02857142857142857,0.05128205128205128
80,32,15,1,0.0875,0.0
39,29,9,1,0.0,0.0
23,18,5,0,0.0,0.0
28,20,7,0,0.03571428571428571,0.05
127,58,19,0,0.1889763779527559,0.0
27,27,6,1,0.037037037037037035,0.037037037037037035
159,39,25,1,0.13836477987421383,0.0
72,31,12,0,0.027777777777777776,0.0
458,32,19,1,0.40829694323144106,0.0
54,23,10,0,0.0,0.0
55,26,12,0,0.10909090909090909,0.0
330,25,42,1,0.31212121212121213,0.0
54,34,8,0,0.07407407407407407,0.11764705882352941
165,23,20,0,0.36363636363636365,0.0
29,23,7,1,0.034482758620689655,0.043478260869565216
124,58,18,0,0.16129032258064516,0.0
150,43,19,1,0.03333333333333333,0.0
51,51,10,1,0.0,0.0
117,28,20,1,0.05128205128205128,0.0
123,22,21,0,0.0,0.0
93,28,13,0,0.12903225806451613,0.0
117,50,18,0,0.19658119658119658,0.0
43,20,9,0,0.0,0.0
96,27,16,0,0.0625,0.0
30,25,7,0,0.0,0.0
69,28,12,1,0.0,0.0
55,45,9,1,0.05454545454545454,0.06666666666666667
162,48,16,0,0.12345679012345678,0.0625
51,34,9,1,0.0,0.0
64,28,10,0,0.0,0.0
64,19,12,0,0.03125,0.0
83,26,11,0,0.0,0.0
55,35,9,1,0.07272727272727272,0.11428571428571428
48,16,7,1,0.0625,0.0625
53,34,8,0,0.0,0.0
44,35,7,0,0.045454545454545456,0.0
78,45,10,0,0.0,0.0
62,32,9,0,0.06451612903225806,0.0
57,23,11,0,0.0,0.0
34,20,9,0,0.2647058823529412,0.45
41,27,9,0,0.0,0.0
75,28,14,1,0.16,0.0
139,45,18,1,0.08633093525179857,0.06666666666666667
76,18,9,0,0.34210526315789475,0.0
91,26,15,0,0.0,0.0
78,24,15,0,0.0,0.0
143,35,13,1,0.1258741258741259,0.0
45,26,8,1,0.0,0.0
41,32,7,1,0.024390243902439025,0.0
89,32,15,1,0.15730337078651685,0.0
35,30,6,0,0.0,0.0
72,31,11,0,0.06944444444444445,0.0
56,37,10,0,0.0,0.0
78,24,15,0,0.0,0.0
293,23,18,1,0.49829351535836175,0.0
42,23,9,1,0.0,0.0
45,24,8,0,0.044444444444444446,0.0
462,35,19,1,0.42207792207792205,0.22857142857142856
41,25,7,0,0.0,0.0
96,30,14,0,0.0,0.0
125,24,19,0,0.056,0.0
69,23,14,0,0.11594202898550725,0.0
58,32,12,1,0.017241379310344827,0.03125
55,28,9,0,0.0,0.0
64,21,11,0,0.03125,0.0
78,34,13,0,0.038461538461538464,0.0
85,34,18,0,0.0,0.0
74,22,12,0,0.0,0.0
60,22,14,1,0.0,0.0
32,32,7,0,0.0,0.0
110,24,19,1,0.0,0.0
404,19,15,0,0.12376237623762376,0.0
80,26,10,0,0.225,0.0
70,21,16,0,0.0,0.0
557,34,68,1,0.3500897666068223,0.0
56,25,11,1,0.0,0.0
49,24,9,0,0.0,0.0
42,27,8,0,0.11904761904761904,0.0
25,26,5,0,0.08,0.07692307692307693
38,21,7,0,0.0,0.0
57,25,13,0,0.14035087719298245,0.0
55,27,10,0,0.18181818181818182,0.0
69,25,9,0,0.0,0.0
87,24,12,0,0.08045977011494253,0.0
53,20,11,0,0.18867924528301888,0.45
41,32,7,1,0.0,0.0
105,24,14,1,0.0380952380952381,0.0
12,13,4,0,0.0,0.0
64,27,9,0,0.078125,0.0
136,47,17,1,0.09558823529411764,0.0
41,25,8,1,0.0,0.0
93,29,16,1,0.10752688172043011,0.0
44,23,7,1,0.11363636363636363,0.0
72,26,10,1,0.0,0.0
47,23,10,0,0.0425531914893617,0.0
126,69,15,0,0.30952380952380953,0.2898550724637681
67,34,9,1,0.0,0.0
47,21,8,1,0.0,0.0
26,27,4,0,0.0,0.0
48,24,9,1,0.0,0.0
36,23,9,0,0.05555555555555555,0.08695652173913043
76,21,12,1,0.07894736842105263,0.0
64,27,10,0,0.046875,0.0
50,25,11,0,0.0,0.0
36,30,5,1,0.027777777777777776,0.0
75,32,14,1,0.013333333333333334,0.03125
63,31,13,0,0.12698412698412698,0.0
88,23,13,1,0.06818181818181818,0.0
101,31,14,0,0.009900990099009901,0.0
139,63,21,1,0.1510791366906475,0.0
149,41,13,0,0.12080536912751678,0.0
32,23,6,1,0.0,0.0
39,22,8,1,0.0,0.0
127,58,19,0,0.18110236220472442,0.0
54,25,11,0,0.05555555555555555,0.0
63,25,13,1,0.36507936507936506,0.0
64,19,13,0,0.0,0.0
54,35,9,1,0.1111111111111111,0.0
77,15,16,0,0.11688311688311688,0.0
48,32,8,0,0.0,0.0
107,28,13,0,0.16822429906542055,0.0
439,22,18,0,0.530751708428246,0.09090909090909091
57,27,9,1,0.08771929824561403,0.0
72,32,13,1,0.013888888888888888,0.0
87,26,16,1,0.09195402298850575,0.0
97,31,14,1,0.0,0.0
78,33,13,0,0.038461538461538464,0.0
137,27,27,0,0.021897810218978103,0.0
74,25,8,0,0.22972972972972974,0.0
69,25,12,1,0.08695652173913043,0.0
71,22,14,0,0.0,0.0
55,28,12,1,0.0,0.0
77,28,13,1,0.0,0.0
77,31,11,1,0.18181818181818182,0.0
22,23,4,0,0.0,0.0
52,26,10,1,0.0,0.0
77,56,9,1,0.0,0.0
16,16,5,1,0.0,0.0
60,29,11,0,0.0,0.0
57,27,11,0,0.0,0.0
66,33,8,0,0.16666666666666666,0.0
42,21,10,0,0.0,0.0
22,14,5,0,0.09090909090909091,0.0
28,28,6,1,0.03571428571428571,0.03571428571428571
43,27,9,1,0.0,0.0
49,19,11,0,0.0,0.0
63,29,10,0,0.047619047619047616,0.0
171,33,17,0,0.30409356725146197,0.0
90,31,13,1,0.23333333333333334,0.03225806451612903
91,26,11,0,0.16483516483516483,0.0
62,21,14,0,0.25806451612903225,0.47619047619047616
96,36,14,1,0.010416666666666666,0.027777777777777776
58,20,12,0,0.1206896551724138,0.0
75,32,14,0,0.0,0.0
83,28,12,1,0.04819277108433735,0.0
74,20,10,0,0.02702702702702703,0.0
27,24,6,0,0.0,0.0
89,28,13,0,0.0,0.0
49,24,7,0,0.0,0.0
33,20,6,1,0.0,0.0
86,27,9,0,0.3953488372093023,0.0
60,27,10,0,0.03333333333333333,0.0
108,32,20,1,0.12037037037037036,0.0
87,21,13,0,0.022988505747126436,0.0
32,22,5,0,0.0,0.0
47,38,8,1,0.02127659574468085,0.02631578947368421
47,25,7,1,0.0,0.0
74,23,13,0,0.0,0.0
114,37,15,0,0.09649122807017543,0.16216216216216217
82,25,12,1,0.10975609756097561,0.0
71,71,9,0,0.11267605633802817,0.11267605633802817
34,27,6,0,0.0,0.0
77,23,15,1,0.06493506493506493,0.0
77,35,9,0,0.12987012987012986,0.0
72,22,13,0,0.0,0.0
43,23,8,0,0.0,0.0
32,25,5,0,0.0,0.0
26,22,5,1,0.0,0.0
52,23,9,1,0.0,0.0
36,23,7,0,0.0,0.0
44,44,8,1,0.11363636363636363,0.11363636363636363
43,43,6,1,0.046511627906976744,0.046511627906976744
50,39,8,0,0.0,0.0
57,25,11,1,0.08771929824561403,0.04
234,33,20,0,0.36324786324786323,0.0
46,28,10,1,0.0,0.0
55,27,11,1,0.0,0.0
37,37,9,0,0.0,0.0
46,34,9,0,0.021739130434782608,0.0
23,14,6,0,0.30434782608695654,0.0
56,38,11,0,0.0,0.0
60,35,10,1,0.03333333333333333,0.05714285714285714
56,28,9,0,0.0,0.0
91,26,11,0,0.23076923076923078,0.0
69,22,10,0,0.0,0.0
34,28,7,1,0.0,0.0
45,36,8,0,0.2,0.25
126,69,15,0,0.2857142857142857,0.2463768115942029
55,22,11,0,0.01818181818181818,0.0
95,24,14,1,0.2631578947368421,0.0
41,30,7,0,0.0,0.0
44,25,10,1,0.0,0.0
38,30,7,1,0.0,0.0
91,22,14,0,0.2967032967032967,0.5
44,22,11,0,0.25,0.5
92,19,21,1,0.0,0.0
60,36,10,0,0.0,0.0
131,25,13,1,0.4351145038167939,0.0
27,18,5,0,0.0,0.0
21,22,5,0,0.23809523809523808,0.22727272727272727
77,35,10,0,0.0,0.0
121,25,37,1,0.24793388429752067,0.0
212,21,30,1,0.16037735849056603,0.0
79,27,15,0,0.0759493670886076,0.18518518518518517
132,25,13,1,0.045454545454545456,0.0
59,25,12,0,0.01694915254237288,0.0
55,22,9,1,0.10909090909090909,0.0
84,20,15,0,0.0,0.0
105,28,16,0,0.009523809523809525,0.0
97,25,13,1,0.0,0.0
45,24,7,1,0.044444444444444446,0.0
795,43,84,1,0.16477987421383647,0.0
87,30,15,1,0.09195402298850575,0.0
87,22,14,0,0.06896551724137931,0.0
169,18,30,0,0.023668639053254437,0.0
47,24,8,1,0.0,0.0
45,24,8,1,0.0,0.0
61,23,11,1,0.06557377049180328,0.0
43,29,10,0,0.13953488372093023,0.0
76,21,15,0,0.10526315789473684,0.0
28,19,7,0,0.14285714285714285,0.21052631578947367
61,19,12,1,0.0,0.0
49,32,10,0,0.0,0.0
42,30,7,1,0.0,0.0
35,20,9,0,0.2571428571428571,0.45
51,27,9,1,0.0196078431372549,0.0
29,29,5,0,0.0,0.0
150,20,27,0,0.2,0.45
53,25,10,1,0.03773584905660377,0.0
46,25,8,0,0.0,0.0
49,39,7,0,0.0,0.0
82,32,14,1,0.0,0.0
113,20,14,0,0.22123893805309736,0.05
57,32,9,1,0.0,0.0
55,26,9,1,0.01818181818181818,0.038461538461538464
92,29,11,0,0.2391304347826087,0.0
107,24,16,0,0.0,0.0
82,26,16,0,0.0,0.0
61,21,11,0,0.04918032786885246,0.0
92,30,12,0,0.14130434782608695,0.0
79,34,12,0,0.0,0.0
81,39,11,0,0.0,0.0
77,25,12,0,0.0,0.0
28,29,5,1,0.10714285714285714,0.10344827586206896
40,40,8,0,0.1,0.1
92,39,14,0,0.0,0.0
179,15,40,1,0.0670391061452514,0.06666666666666667
52,34,8,0,0.0,0.0
62,42,8,0,0.0,0.0
47,26,9,0,0.0,0.0
94,33,17,1,0.09574468085106383,0.0
64,25,13,0,0.0,0.0
76,35,13,0,0.27631578947368424,0.2
68,26,13,0,0.10294117647058823,0.0
27,23,7,0,0.0,0.0
68,18,9,0,0.35294117647058826,0.0
406,34,15,0,0.16995073891625614,0.029411764705882353
80,43,17,0,0.0375,0.046511627906976744
35,35,7,0,0.02857142857142857,0.02857142857142857
56,29,10,1,0.05357142857142857,0.0
101,19,8,0,0.22772277227722773,0.0
204,36,14,1,0.12745098039215685,0.0
69,33,12,1,0.0,0.0
57,23,13,0,0.0,0.0
96,16,17,1,0.08333333333333333,0.0
87,26,13,1,0.0,0.0
18,18,6,0,0.1111111111111111,0.1111111111111111
65,34,9,0,0.0,0.0
54,21,11,0,0.18518518518518517,0.47619047619047616
58,28,9,0,0.0,0.0
33,34,5,0,0.12121212121212122,0.11764705882352941
61,32,10,0,0.0,0.0
35,35,8,1,0.0,0.0
62,53,11,1,0.0,0.0
57,26,9,0,0.10526315789473684,0.0
23,23,5,0,0.0,0.0
437,31,33,0,0.43249427917620137,0.0
30,28,5,0,0.0,0.0
63,23,10,0,0.0,0.0
63,39,9,1,0.0,0.0
49,15,9,0,0.08163265306122448,0.0
51,35,10,0,0.0,0.0
162,24,22,1,0.20987654320987653,0.0
53,21,10,1,0.0,0.0
36,26,6,1,0.08333333333333333,0.11538461538461539
57,41,8,1,0.0,0.0
33,33,7,0,0.09090909090909091,0.09090909090909091
73,25,12,0,0.0958904109589041,0.12
94,30,16,1,0.0,0.0
26,20,5,1,0.038461538461538464,0.0
43,24,9,1,0.06976744186046512,0.0
59,39,7,0,0.0,0.0
26,27,4,1,0.0,0.0
146,32,14,0,0.13013698630136986,0.0625
49,17,10,0,0.0,0.0
94,19,16,0,0.2978723404255319,0.0
80,25,16,0,0.1,0.0
51,27,10,1,0.0392156862745098,0.07407407407407407
41,24,8,0,0.0975609756097561,0.0
33,23,6,0,0.0,0.0
27,27,6,1,0.037037037037037035,0.037037037037037035
109,30,19,1,0.05504587155963303,0.0
64,28,9,0,0.0,0.0
40,26,7,1,0.0,0.0
58,27,12,0,0.05172413793103448,0.0
62,37,10,0,0.11290322580645161,0.1891891891891892
54,20,10,0,0.018518518518518517,0.0
94,35,12,0,0.0,0.0
71,25,11,0,0.04225352112676056,0.0
38,26,8,1,0.0,0.0
115,43,15,1,0.06086956521739131,0.0
74,36,8,0,0.36486486486486486,0.05555555555555555
84,21,15,0,0.047619047619047616,0.0
132,25,12,1,0.09848484848484848,0.0
124,58,18,0,0.20161290322580644,0.0
242,28,36,1,0.1446280991735537,0.0
68,41,11,0,0.0,0.0
52,20,14,0,0.0,0.0
57,24,10,0,0.017543859649122806,0.0
50,27,7,0,0.0,0.0
43,24,10,1,0.0,0.0
65,33,12,1,0.12307692307692308,0.0
49,34,7,0,0.02040816326530612,0.0
106,27,19,0,0.05660377358490566,0.0
56,25,11,0,0.10714285714285714,0.0
53,33,9,0,0.018867924528301886,0.0
45,24,7,1,0.0,0.0
67,25,13,0,0.0,0.0
66,24,12,1,0.15151515151515152,0.0
116,28,9,1,0.0,0.0
76,23,10,0,0.2631578947368421,0.0
187,28,24,0,0.20320855614973263,0.0
66,27,13,0,0.09090909090909091,0.0
63,29,11,0,0.0,0.0
47,24,11,0,0.0,0.0
56,29,9,0,0.017857142857142856,0.034482758620689655
44,37,6,0,0.5,0.40540540540540543
21,17,5,1,0.047619047619047616,0.0
44,27,8,0,0.0,0.0
59,31,8,1,0.03389830508474576,0.06451612903225806
111,25,18,0,0.06306306306306306,0.0
82,34,11,0,0.0,0.0
39,32,9,0,0.0,0.0
102,22,17,1,0.058823529411764705,0.0
34,30,6,0,0.0,0.0
45,23,8,0,0.0,0.0
62,34,10,0,0.03225806451612903,0.0
22,16,5,1,0.0,0.0
60,27,14,0,0.21666666666666667,0.0
56,24,10,0,0.10714285714285714,0.0
98,31,21,1,0.01020408163265306,0.0
131,62,20,0,0.16030534351145037,0.0
59,50,10,1,0.0847457627118644,0.1
115,50,16,0,0.1391304347826087,0.0
81,30,12,0,0.012345679012345678,0.0
35,27,8,0,0.0,0.0
124,58,18,0,0.14516129032258066,0.0
75,75,10,1,0.5466666666666666,0.5466666666666666
49,20,10,0,0.0,0.0
66,27,11,1,0.0,0.0
88,27,13,1,0.056818181818181816,0.0
21,22,4,0,0.0,0.0
84,32,10,1,0.08333333333333333,0.0
59,50,11,0,0.01694915254237288,0.02
70,37,7,0,0.2571428571428571,0.0
34,34,6,1,0.14705882352941177,0.14705882352941177
28,22,6,0,0.03571428571428571,0.0
48,16,6,1,0.08333333333333333,0.0625
34,34,8,0,0.0,0.0
39,23,6,1,0.0,0.0
79,28,14,0,0.0,0.0
45,25,8,1,0.0,0.0
32,32,6,0,0.09375,0.09375
69,22,9,0,0.21739130434782608,0.0
53,34,10,0,0.0,0.0
44,24,9,0,0.06818181818181818,0.0
31,27,9,1,0.12903225806451613,0.14814814814814814
53,25,10,1,0.03773584905660377,0.0
104,33,13,1,0.15384615384615385,0.0
97,25,16,0,0.0,0.0
37,21,8,0,0.16216216216216217,0.047619047619047616
26,24,5,0,0.038461538461538464,0.0
82,28,14,0,0.036585365853658534,0.0
74,35,11,0,0.0,0.0
24,25,5,1,0.0,0.0
55,55,9,0,0.0,0.0
85,38,12,0,0.0,0.0
53,23,10,1,0.0,0.0
85,21,11,0,0.27058823529411763,0.09523809523809523
37,38,7,1,0.02702702702702703,0.02631578947368421
84,36,10,0,0.0,0.0
126,21,26,0,0.1111111111111111,0.0
86,60,11,0,0.0,0.0
174,52,26,1,0.10919540229885058,0.11538461538461539
66,26,10,0,0.07575757575757576,0.0
37,23,8,0,0.13513513513513514,0.0
38,14,8,0,0.10526315789473684,0.0
45,26,8,0,0.0,0.0
89,30,13,1,0.0,0.0
109,28,14,0,0.2018348623853211,0.0
54,30,8,1,0.0,0.0
58,23,12,0,0.0,0.0
263,222,21,1,0.19391634980988592,0.2072072072072072
83,20,18,1,0.07228915662650602,0.0
71,34,11,0,0.0,0.0
60,28,12,0,0.13333333333333333,0.0
91,22,15,1,0.06593406593406594,0.0
67,29,7,0,0.0,0.0
70,24,14,0,0.0,0.0
68,20,12,0,0.10294117647058823,0.0
46,19,9,0,0.0,0.0
276,39,22,0,0.3333333333333333,0.0
43,43,11,1,0.11627906976744186,0.11627906976744186
38,22,11,0,0.0,0.0
77,31,7,0,0.23376623376623376,0.0
77,24,13,0,0.1038961038961039,0.0
32,33,6,0,0.0,0.0
51,24,8,1,0.0784313725490196,0.0
54,29,8,0,0.0,0.0
77,24,13,0,0.0,0.0
49,24,9,1,0.02040816326530612,0.0
44,26,8,0,0.06818181818181818,0.11538461538461539
53,26,10,0,0.07547169811320754,0.0
53,20,9,0,0.03773584905660377,0.05
263,28,23,0,0.2737642585551331,0.0
115,20,20,0,0.1565217391304348,0.0
73,24,11,1,0.0,0.0
130,40,20,1,0.07692307692307693,0.0
37,18,8,0,0.02702702702702703,0.0
64,22,10,0,0.09375,0.0
32,33,6,1,0.0,0.0
48,27,9,1,0.0,0.0
45,28,8,0,0.0,0.0
45,20,10,0,0.022222222222222223,0.0
71,31,11,1,0.056338028169014086,0.0
57,34,9,0,0.0,0.0
78,26,11,0,0.01282051282051282,0.0
47,20,8,1,0.0425531914893617,0.0
61,37,7,1,0.0,0.0
47,25,6,0,0.02127659574468085,0.0
70,31,10,1,0.0,0.0
204,29,8,1,0.13725490196078433,0.0
26,27,5,0,0.038461538461538464,0.037037037037037035
40,19,8,0,0.0,0.0
102,15,19,0,0.16666666666666666,0.0
74,66,9,0,0.05405405405405406,0.06060606060606061
60,28,11,0,0.0,0.0
74,39,13,0,0.0,0.0
44,21,9,0,0.022727272727272728,0.047619047619047616
64,45,10,1,0.0,0.0
135,58,21,0,0.14814814814814814,0.0
36,36,6,1,0.3055555555555556,0.3055555555555556
73,31,12,0,0.0821917808219178,0.0
66,28,11,1,0.045454545454545456,0.0
57,36,8,0,0.0,0.0
268,34,14,0,0.13059701492537312,0.058823529411764705
39,21,8,1,0.02564102564102564,0.0
61,23,12,0,0.0,0.0
30,23,8,1,0.0,0.0
61,26,11,0,0.04918032786885246,0.0
73,66,8,0,0.0547945205479452,0.06060606060606061
45,20,9,0,0.0,0.0
40,21,10,0,0.25,0.47619047619047616
47,34,7,0,0.0,0.0
59,25,9,1,0.0,0.0
51,24,9,0,0.0,0.0
67,29,10,0,0.0,0.0
63,19,11,1,0.0,0.0
42,32,9,0,0.047619047619047616,0.0625
60,23,9,0,0.0,0.0
45,28,9,0,0.0,0.0
52,25,10,1,0.07692307692307693,0.0
127,27,18,0,0.03937007874015748,0.0
66,22,9,1,0.2727272727272727,0.0
33,30,5,0,0.0,0.0
61,25,12,0,0.06557377049180328,0.16
113,32,13,0,0.168141592920354,0.0
55,29,9,1,0.0,0.0
47,32,7,0,0.0,0.0
52,27,8,0,0.038461538461538464,0.0
132,58,20,0,0.09090909090909091,0.0
128,62,19,0,0.1953125,0.0
43,18,9,0,0.0,0.0
51,23,12,0,0.0,0.0
48,28,10,0,0.0,0.0
36,29,7,1,0.0,0.0
204,24,17,1,0.3872549019607843,0.08333333333333333
42,42,7,0,0.0,0.0
50,21,9,0,0.06,0.0
